brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
29015,for_sale,4950000,2,3,NULL,1364437,"Fort Lauderdale",Florida,33304,2242,
29015,for_sale,4950000,2,3,NULL,1364438,"Fort Lauderdale",Florida,33304,2242,
29015,for_sale,2515000,3,3,NULL,1366874,"Fort Lauderdale",Florida,33304,2027,
58713,for_sale,210000,1,1,NULL,1022617,"Fort Lauderdale",Florida,33308,800,44368
58713,for_sale,269900,1,1,NULL,1013330,"Fort Lauderdale",Florida,33308,800,36229
79946,for_sale,259900,2,2,NULL,1022618,"Fort Lauderdale",Florida,33308,1300,
4341,for_sale,225000,1,1,NULL,1022623,"Fort Lauderdale",Florida,33308,800,35481
25102,for_sale,265000,2,2,NULL,1984733,"Fort Lauderdale",Florida,33308,982,
81010,for_sale,159500,1,1,NULL,1022627,"Fort Lauderdale",Florida,33308,800,38554
20083,for_sale,8495000,7,9,0.34,1566657,"Sea Ranch Lakes",Florida,33308,7100,44379
66355,for_sale,240000,1,1,NULL,1013337,"Fort Lauderdale",Florida,33308,800,
22611,for_sale,565000,2,2,0.17,621783,"Fort Lauderdale",Florida,33308,1655,34866
9880,for_sale,525000,2,2,0.16,679110,"Fort Lauderdale",Florida,33308,1115,44628
8821,for_sale,829000,4,2,0.27,700160,"Fort Lauderdale",Florida,33308,2230,42822
76280,for_sale,497900,3,2,NULL,767868,"Fort Lauderdale",Florida,33308,1560,
20084,for_sale,399000,2,2,NULL,884174,"Fort Lauderdale",Florida,33308,1100,
81619,for_sale,629900,2,3,NULL,1404063,"Lauderdale By The Sea",Florida,33308,2168,42732
81010,for_sale,225000,1,1,NULL,998594,"Fort Lauderdale",Florida,33308,802,
53152,for_sale,289900,1,1,NULL,776015,"Fort Lauderdale",Florida,33308,845,39078
76280,for_sale,899900,2,2,NULL,1035131,"Fort Lauderdale",Florida,33308,1662,44337
79946,for_sale,450000,2,2,NULL,850129,"Fort Lauderdale",Florida,33308,1200,39723
57405,for_sale,219000,1,1,NULL,1022620,"Fort Lauderdale",Florida,33308,800,34919
6275,for_sale,459000,2,2,NULL,1519647,"Fort Lauderdale",Florida,33308,1250,44417
22666,for_sale,479900,2,2,NULL,988425,"Fort Lauderdale",Florida,33308,1290,38239
76280,for_sale,539000,1,2,NULL,1042895,"Fort Lauderdale",Florida,33308,1112,42944
22611,for_sale,1000000,2,2,NULL,1214537,"Fort Lauderdale",Florida,33308,1450,
75776,for_sale,399000,2,2,NULL,884175,"Fort Lauderdale",Florida,33308,1100,40928
59739,for_sale,1100000,2,2,NULL,1100076,"Fort Lauderdale",Florida,33308,1550,
30807,for_sale,485000,2,2,NULL,884177,"Fort Lauderdale",Florida,33308,1100,41527
25102,for_sale,920000,2,2,NULL,1984654,"Fort Lauderdale",Florida,33308,1650,43502
29746,for_sale,550000,2,2,NULL,1338079,"Fort Lauderdale",Florida,33308,1130,39261
98417,for_sale,539000,2,2,NULL,959686,"Fort Lauderdale",Florida,33308,1160,39518
14714,for_sale,499000,2,2,NULL,854925,"Fort Lauderdale",Florida,33308,1200,44399
70271,for_sale,1800000,4,4,NULL,812367,"Lauderdale By The Sea",Florida,33308,1698,42187
2822,for_sale,1550000,3,4,NULL,940567,"Fort Lauderdale",Florida,33308,2140,44522
15721,for_sale,505000,2,2,NULL,959182,"Fort Lauderdale",Florida,33308,1276,40765
22611,for_sale,995000,2,2,NULL,1338172,"Lauderdale By The Sea",Florida,33308,1800,41946
22611,for_sale,799999,2,2,NULL,1035130,"Fort Lauderdale",Florida,33308,1662,41149
22666,for_sale,400000,1,2,NULL,988423,"Fort Lauderdale",Florida,33308,1023,43187
72193,for_sale,1999900,3,3,NULL,988378,"Fort Lauderdale",Florida,33308,2102,43339
87807,for_sale,499000,1,2,NULL,1152481,"Fort Lauderdale",Florida,33308,1166,43538
14714,for_sale,429000,1,2,NULL,1090564,"Fort Lauderdale",Florida,33308,800,37383
38016,for_sale,1060000,3,3,NULL,958937,"Fort Lauderdale",Florida,33308,2427,36712
58478,for_sale,529000,1,1,NULL,,"Fort Lauderdale",Florida,33308,900,42527
72193,for_sale,1299900,2,2,NULL,988377,"Fort Lauderdale",Florida,33308,1630,43382
78109,for_sale,125000,3,1,0.11,1794621,"Fort Lauderdale",Florida,33311,998,
68363,for_sale,110000,2,2,NULL,873192,"Lauderdale Lakes",Florida,33311,1010,36048
22611,for_sale,90000,2,2,NULL,889132,"Lauderdale Lakes",Florida,33311,865,38744
13954,for_sale,105500,2,2,NULL,886072,"Lauderdale Lakes",Florida,33311,1010,40568
20084,for_sale,85000,2,2,NULL,873196,"Lauderdale Lakes",Florida,33311,1010,42713
30807,for_sale,285000,3,3,NULL,359492,Lauderhill,Florida,33311,1294,39902
81233,for_sale,92000,1,1,NULL,887727,"Lauderdale Lakes",Florida,33311,748,43859
82244,for_sale,209900,3,1,0.14,1007747,Lauderhill,Florida,33311,1280,
101467,for_sale,179900,3,3,NULL,1101386,"Lauderdale Lakes",Florida,33311,1144,40091
53335,for_sale,265000,3,2,0.17,497397,"Fort Lauderdale",Florida,33311,1579,
109089,for_sale,330000,3,3,NULL,1078678,"Lauderdale Lakes",Florida,33311,1470,43122
57587,for_sale,240000,3,2,0.13,868255,"Fort Lauderdale",Florida,33311,1168,
37134,for_sale,349000,4,3,0.23,850147,"Oakland Park",Florida,33311,1450,40421
58713,for_sale,119900,1,1,NULL,1530415,"Oakland Park",Florida,33311,685,37974
107497,for_sale,292500,3,3,NULL,912695,"Lauderdale Lakes",Florida,33311,1514,41880
107497,for_sale,300000,3,3,NULL,912976,"Lauderdale Lakes",Florida,33311,1514,41880
92181,for_sale,225000,2,1,0.08,929886,"Fort Lauderdale",Florida,33311,1030,37915
30807,for_sale,269000,2,3,NULL,1056860,Lauderhill,Florida,33311,1120,
107497,for_sale,292500,3,3,NULL,910590,"Lauderdale Lakes",Florida,33311,1514,41880
103320,for_sale,74999,1,2,NULL,873193,"Lauderdale Lakes",Florida,33311,835,44473
63698,for_sale,269990,3,1,0.18,408956,"Fort Lauderdale",Florida,33311,928,44609
84926,for_sale,350000,3,2,0.13,1807490,"Fort Lauderdale",Florida,33311,1530,40490
35658,for_sale,329000,3,2,0.15,898976,"Fort Lauderdale",Florida,33311,1241,44516
80760,for_sale,250000,2,1,0.13,885090,"Fort Lauderdale",Florida,33311,866,44200
57080,for_sale,325000,3,2,0.39,1569860,Lauderhill,Florida,33311,1122,42191
18916,for_sale,139900,1,1,NULL,1510366,"Oakland Park",Florida,33311,685,37875
20084,for_sale,328800,3,2,NULL,704302,"Fort Lauderdale",Florida,33311,1316,43789
16829,for_sale,375000,4,2,0.18,1040909,Lauderhill,Florida,33311,1558,43955
54230,for_sale,299000,3,1,0.18,,"Fort Lauderdale",Florida,33311,912,37544
13291,for_sale,345000,3,2,0.17,1112042,Lauderhill,Florida,33311,1410,38047
30807,for_sale,339000,3,2,0.15,1700649,Lauderhill,Florida,33311,1435,42262
109639,for_sale,299894,3,2,0.14,510907,Lauderhill,Florida,33311,900,44615
19810,for_sale,6500000,6,4,NULL,138154,"Fort Lauderdale",Florida,33311,2000,
43164,for_sale,450000,5,4,NULL,49561,"Fort Lauderdale",Florida,33311,2131,44634
20084,for_sale,545000,3,2,0.21,859665,"Wilton Manors",Florida,33311,1547,33960
82102,for_sale,606999,4,2,0.23,707612,"Wilton Manors",Florida,33311,1365,44566
51206,for_sale,392000,3,2,0.14,,"Fort Lauderdale",Florida,33311,1244,43490
53335,for_sale,529999,3,1,0.16,1688751,"Fort Lauderdale",Florida,33305,1644,
22611,for_sale,330000,2,2,NULL,578457,"Wilton Manors",Florida,33305,1180,44292
20084,for_sale,300000,2,2,NULL,578458,"Wilton Manors",Florida,33305,1180,44160
76459,for_sale,229900,1,2,NULL,556742,"Fort Lauderdale",Florida,33305,770,43588
59692,for_sale,6800000,5,6,0.24,849625,"Fort Lauderdale",Florida,33305,4380,44218
98991,for_sale,899000,5,5,0.16,611404,"Wilton Manors",Florida,33305,2495,
11228,for_sale,385000,2,2,NULL,556767,"Fort Lauderdale",Florida,33305,1060,36103
19535,for_sale,219000,1,1,NULL,333624,"Wilton Manors",Florida,33305,750,42293
93224,for_sale,799000,4,2,0.29,1395514,"Wilton Manors",Florida,33305,1575,42460
102235,for_sale,739000,2,3,NULL,534839,"Fort Lauderdale",Florida,33305,1788,37175
8821,for_sale,798000,3,2,0.23,1384085,"Wilton Manors",Florida,33305,1548,39882
58713,for_sale,489900,2,3,NULL,735601,"Fort Lauderdale",Florida,33305,1316,41745
81010,for_sale,510000,2,3,NULL,1831772,"Fort Lauderdale",Florida,33305,1791,42277
81010,for_sale,850000,3,2,0.14,769375,"Wilton Manors",Florida,33305,1255,42977
43641,for_sale,299900,2,2,NULL,1273265,"Wilton Manors",Florida,33305,960,38160
16829,for_sale,259000,1,1,NULL,192032,"Wilton Manors",Florida,33305,750,42076
57007,for_sale,684000,2,2,NULL,615673,"Fort Lauderdale",Florida,33305,1359,43439
36336,for_sale,16500000,5,6,NULL,699523,"Fort Lauderdale",Florida,33305,5000,
58713,for_sale,1299999,3,3,0.22,493088,"Fort Lauderdale",Florida,33305,2258,33679
20084,for_sale,950000,4,2,0.23,1381911,"Wilton Manors",Florida,33305,1798,42173
22611,for_sale,2900000,2,2,0.2,739042,"Fort Lauderdale",Florida,33305,1488,44137
47463,for_sale,1475000,3,4,0.2,703162,"Fort Lauderdale",Florida,33305,2325,
22611,for_sale,1895000,2,3,NULL,699525,"Fort Lauderdale",Florida,33305,1824,
81010,for_sale,1500000,3,2,0.22,469364,"Fort Lauderdale",Florida,33305,1862,42615
39064,for_sale,2100000,5,4,NULL,575878,"Fort Lauderdale",Florida,33305,3244,
2594,for_sale,1289000,2,3,NULL,657545,"Fort Lauderdale",Florida,33305,2172,36418
58713,for_sale,1450000,4,3,NULL,706304,"Wilton Manors",Florida,33305,2330,41127
22611,for_sale,5950000,4,6,NULL,699521,"Fort Lauderdale",Florida,33305,3422,44537
81233,for_sale,1300000,4,3,0.22,875305,"Fort Lauderdale",Florida,33305,2161,36360
22611,for_sale,2199000,4,3,0.23,882563,"Fort Lauderdale",Florida,33305,2806,42037
22611,for_sale,1599000,5,3,NULL,578859,"Fort Lauderdale",Florida,33305,2631,37510
28937,for_sale,4295000,4,6,NULL,657549,"Fort Lauderdale",Florida,33305,4112,41771
28937,for_sale,1849000,3,3,NULL,657546,"Fort Lauderdale",Florida,33305,2623,36404
16829,for_sale,3395000,5,5,0.22,806487,"Fort Lauderdale",Florida,33305,4488,43773
102235,for_sale,6000000,6,6,0.39,573254,"Fort Lauderdale",Florida,33305,5573,44516
28937,for_sale,1450000,3,4,NULL,663948,"Fort Lauderdale",Florida,33305,2130,37070
79946,for_sale,3499000,4,3,0.2,710180,"Fort Lauderdale",Florida,33305,2702,39143
84926,for_sale,5275000,4,6,NULL,699527,"Fort Lauderdale",Florida,33305,3422,
88936,for_sale,280000,2,3,NULL,1079260,"Lauderdale Lakes",Florida,33311,1104,43375
49455,for_sale,148000,2,2,NULL,1076553,"Lauderdale Lakes",Florida,33311,1100,44498
53364,for_sale,250000,2,1,0.1,1702896,"Fort Lauderdale",Florida,33311,1221,44634
53152,for_sale,82000,1,1,NULL,873671,"Lauderdale Lakes",Florida,33311,664,
9177,for_sale,280000,2,3,NULL,1042312,Lauderhill,Florida,33311,1120,42285
70271,for_sale,280000,3,3,NULL,935352,"Lauderdale Lakes",Florida,33311,1474,43216
81010,for_sale,139900,1,1,NULL,1510367,"Oakland Park",Florida,33311,685,43629
58713,for_sale,429900,4,2,0.21,235012,"Fort Lauderdale",Florida,33311,1830,40059
48004,for_sale,469000,6,4,NULL,867854,"Fort Lauderdale",Florida,33311,1608,
13955,for_sale,375000,5,2,0.14,978362,Lauderhill,Florida,33311,1415,44378
48004,for_sale,399000,4,2,NULL,,"Fort Lauderdale",Florida,33311,1384,
48904,for_sale,309900,3,3,NULL,1061642,"Lauderdale Lakes",Florida,33311,1514,
9177,for_sale,290000,3,3,NULL,1041752,Lauderhill,Florida,33311,1260,42285
35182,for_sale,779000,2,2,0.23,799297,"Wilton Manors",Florida,33311,1339,39968
58713,for_sale,439900,2,3,NULL,1497907,"Fort Lauderdale",Florida,33311,1216,42072
31855,for_sale,250000,3,1,0.19,1073851,Lauderhill,Florida,33311,912,
58891,for_sale,449000,6,3,NULL,891617,"Fort Lauderdale",Florida,33311,2823,43805
22611,for_sale,340000,3,2,0.16,203207,"Fort Lauderdale",Florida,33311,1384,38937
87422,for_sale,535000,2,3,NULL,1578917,"Fort Lauderdale",Florida,33311,1408,38268
31910,for_sale,230000,2,2,NULL,516426,"Fort Lauderdale",Florida,33311,975,40246
17823,for_sale,285000,4,2,0.16,865326,"Fort Lauderdale",Florida,33311,1162,42200
38825,for_sale,340000,3,2,0.15,621785,"Fort Lauderdale",Florida,33311,1248,42846
56113,for_sale,650000,6,4,0.24,1610800,"Fort Lauderdale",Florida,33311,2832,33816
73286,for_sale,330000,4,2,0.18,444104,"Fort Lauderdale",Florida,33311,1308,35625
69436,for_sale,119000,1,1,NULL,1093215,"Lauderdale Lakes",Florida,33311,800,44301
18810,for_sale,459900,5,2,0.15,461437,"Fort Lauderdale",Florida,33311,1736,37771
102444,for_sale,349900,3,2,0.14,153397,"Fort Lauderdale",Florida,33311,929,44573
53364,for_sale,139000,1,1,NULL,1539117,"Oakland Park",Florida,33311,685,44187
90961,for_sale,309000,3,1,0.16,545416,Lauderhill,Florida,33311,1066,41886
17137,for_sale,279900,2,1,0.18,1024290,Lauderhill,Florida,33311,874,44596
6726,for_sale,549000,4,2,0.16,862708,"Wilton Manors",Florida,33311,1783,39898
37788,for_sale,699900,3,3,0.19,1483366,"Wilton Manors",Florida,33311,1736,43854
58713,for_sale,485000,3,1,0.15,403574,"Fort Lauderdale",Florida,33311,1174,43847
39766,for_sale,315000,2,1,0.13,925470,"Fort Lauderdale",Florida,33311,992,44560
107497,for_sale,555000,4,2,NULL,1325948,"Fort Lauderdale",Florida,33311,1522,44435
54867,for_sale,1950000,18,12,NULL,,"Fort Lauderdale",Florida,33311,2748,43465
107071,for_sale,5100000,14,14,NULL,682445,"Fort Lauderdale",Florida,33311,9423,
51861,for_sale,152000,2,2,NULL,64919,Sunrise,Florida,33322,950,40960
102638,for_sale,395000,3,3,0.03,1776007,Davie,Florida,33324,1488,43556
57492,for_sale,450000,3,2,0.14,156335,Sunrise,Florida,33323,1412,36122
3662,for_sale,935000,4,3,0.15,124649,Doral,Florida,33178,2325,
56419,for_sale,65000,2,1,0.06,476818,Davie,Florida,33324,715,38068
58713,for_sale,460000,4,3,0.05,1723528,Plantation,Florida,33324,1473,42373
37701,for_sale,1050000,5,3,NULL,101922,Sweetwater,Florida,33174,3708,44153
28970,for_sale,14000000,7,11,NULL,937318,Weston,Florida,33331,12323,41781
81066,for_sale,345000,3,3,NULL,1396772,Sweetwater,Florida,33174,1173,39043
101191,for_sale,415000,4,2,0.23,802450,"Miami Gardens",Florida,33056,1274,44405
81619,for_sale,1100000,5,4,0.84,223552,Plantation,Florida,33323,3342,38666
82104,for_sale,1295000,4,3,1.06,194928,Davie,Florida,33330,3062,
35999,for_sale,949900,4,3,NULL,1092685,Davie,Florida,33328,2829,41862
23573,for_sale,679000,4,3,NULL,395927,Weston,Florida,33326,2360,37443
13955,for_sale,539000,2,2,NULL,607270,Sunrise,Florida,33323,1087,
98991,for_sale,149900,2,2,0.07,1741145,Davie,Florida,33324,916,33547
71360,for_sale,339000,4,2,0.17,640363,"Miami Gardens",Florida,33056,1410,
35589,for_sale,425000,2,3,NULL,1026267,Sunrise,Florida,33323,1628,41348
103320,for_sale,204900,2,1,NULL,141026,Sweetwater,Florida,33174,775,39393
58713,for_sale,379500,2,2,0.17,169239,Sunrise,Florida,33323,1204,44595
24160,for_sale,1250000,5,4,1.17,1411642,"Southwest Ranches",Florida,33331,3591,37287
81233,for_sale,235900,2,2,0.07,1726418,Davie,Florida,33324,1013,33742
82102,for_sale,200000,2,2,NULL,1729070,Davie,Florida,33328,920,41115
103279,for_sale,800000,4,4,0.86,627405,Homestead,Florida,33030,3482,
109212,for_sale,359000,3,2,0.17,647460,"Miami Gardens",Florida,33056,921,44538
103320,for_sale,250000,2,1,NULL,582455,"Miami Gardens",Florida,33056,873,43336
93025,for_sale,485000,3,2,0.08,239927,Miami,Florida,33184,1602,
73184,for_sale,113200,2,2,0.1,631632,Davie,Florida,33324,1098,
78482,for_sale,147777,2,2,NULL,784946,Sunrise,Florida,33322,950,42789
71278,for_sale,460000,4,2,0.18,,Davie,Florida,33325,1452,44298
58713,for_sale,2499000,5,4,1.25,946751,Davie,Florida,33330,3464,43801
82102,for_sale,250000,2,2,NULL,,Weston,Florida,33326,1048,36395
37687,for_sale,230000,2,1,NULL,278756,Sunrise,Florida,33325,965,42950
57984,for_sale,350000,3,2,0.05,172281,Sweetwater,Florida,33174,1173,37799
509,for_sale,1445000,5,3,0.23,816137,Weston,Florida,33327,2937,44400
36174,for_sale,460000,2,2,NULL,607283,Sunrise,Florida,33323,1050,44140
103321,for_sale,315000,2,2,NULL,448514,Weston,Florida,33331,1193,41855
103320,for_sale,385000,2,2,NULL,355178,Weston,Florida,33327,969,44614
58708,for_sale,539000,4,3,0.1,88146,Plantation,Florida,33322,1884,41438
46020,for_sale,255000,2,2,NULL,,Sunrise,Florida,33351,986,43357
35944,for_sale,430000,3,2,0.05,,Sweetwater,Florida,33174,1108,43074
52809,for_sale,1450000,4,4,0.82,401062,Davie,Florida,33331,3572,43278
10991,for_sale,1099900,6,3,NULL,,Sweetwater,Florida,33174,1896,38938
58713,for_sale,179900,2,1,NULL,121364,Sweetwater,Florida,33174,775,39617
81052,for_sale,89900,1,1,NULL,72890,Sunrise,Florida,33322,630,43290
100882,for_sale,1790000,4,2,3.25,1527307,"Southwest Ranches",Florida,33330,2936,44564
97227,for_sale,325000,2,2,0.14,156336,Sunrise,Florida,33323,923,34439
22611,for_sale,300000,3,3,NULL,1655053,Sunrise,Florida,33325,1285,38548
90569,for_sale,125000,2,2,0.06,1736822,Davie,Florida,33324,832,35794
103321,for_sale,320000,2,2,NULL,837311,Sunrise,Florida,33323,1165,41943
71997,for_sale,300000,2,2,NULL,1691972,Tamarac,Florida,33321,1110,40267
78224,for_sale,299000,2,2,NULL,1171232,Weston,Florida,33326,1225,41823
30807,for_sale,2050000,4,3,1.17,1247524,"Southwest Ranches",Florida,33330,3052,43159
54233,for_sale,179000,2,2,NULL,103165,Tamarac,Florida,33321,1222,42661
2635,for_sale,599000,3,2,0.13,1452881,Davie,Florida,33325,1548,40918
31163,for_sale,428900,2,2,NULL,607286,Sunrise,Florida,33323,1026,44153
23573,for_sale,2999000,7,5,1.69,128668,Davie,Florida,33324,6081,43188
82907,for_sale,145000,2,2,NULL,73470,Sunrise,Florida,33322,1092,36875
73742,for_sale,360000,3,3,NULL,837317,Sunrise,Florida,33323,1546,44243
100465,for_sale,840000,3,2,0.81,1243791,Davie,Florida,33328,1939,33309
55981,for_sale,1075000,7,4,0.18,89887,Weston,Florida,33327,3293,38380
23784,for_sale,1997000,4,3,1.8,497584,"Southwest Ranches",Florida,33331,3074,44007
16829,for_sale,1950000,5,4,0.92,308120,Miami,Florida,33184,3017,43739
74549,for_sale,95000,1,2,NULL,,Sunrise,Florida,33322,750,36189
103320,for_sale,400000,4,2,0.18,868084,"Miami Gardens",Florida,33056,1104,
70250,for_sale,360000,3,3,NULL,702469,"Pembroke Pines",Florida,33028,1263,35871
50170,for_sale,7500000,9,14,4.62,1408595,"Southwest Ranches",Florida,33330,18923,40218
23784,for_sale,1650000,5,4,0.98,1168659,Davie,Florida,33330,3976,36913
46324,for_sale,290600,3,2,0.2,825087,"Miami Gardens",Florida,33056,1352,
40897,for_sale,345000,2,2,NULL,902582,Sunrise,Florida,33323,1174,41992
103320,for_sale,389999,3,1,0.19,700163,"Miami Gardens",Florida,33056,1154,44544
76696,for_sale,2850000,5,6,0.75,411299,Davie,Florida,33326,5058,
97535,for_sale,148000,2,2,NULL,64753,Sunrise,Florida,33322,1130,34752
50737,for_sale,120000,2,2,NULL,,Tamarac,Florida,33321,827,41396
35977,for_sale,275000,3,1,0.27,1026807,"Miami Gardens",Florida,33056,1012,
81774,for_sale,390000,3,3,NULL,146002,"Cooper City",Florida,33330,1377,43629
75776,for_sale,288000,1,2,NULL,844220,Sunrise,Florida,33323,1000,42734
52809,for_sale,679900,4,2,0.23,1827034,"Pembroke Pines",Florida,33028,2332,36997
73184,for_sale,149900,2,2,0.1,,Davie,Florida,33324,720,42397
81233,for_sale,149700,2,2,NULL,1824221,Sunrise,Florida,33322,1025,35893
22611,for_sale,745000,3,2,0.18,74072,Weston,Florida,33326,2135,35020
104232,for_sale,495000,4,2,0.11,1812176,Miami,Florida,33184,1796,
52809,for_sale,325000,2,2,NULL,1635284,Tamarac,Florida,33321,1772,42433
70609,for_sale,163000,2,2,NULL,70263,Sunrise,Florida,33322,850,35664
103321,for_sale,200000,2,2,NULL,41376,Sunrise,Florida,33322,1420,39196
92755,for_sale,450000,3,3,NULL,1787102,"Pembroke Pines",Florida,33028,1672,36710
58713,for_sale,574700,4,4,NULL,240424,"Pembroke Pines",Florida,33028,2339,
80523,for_sale,570000,4,2,NULL,133861,Sweetwater,Florida,33174,1152,36138
35944,for_sale,649000,5,3,NULL,126344,Sweetwater,Florida,33174,1890,44508
17823,for_sale,950000,4,3,0.86,355431,Davie,Florida,33325,2436,42612
97035,for_sale,849900,4,3,0.23,1702402,Davie,Florida,33328,2359,38819
103320,for_sale,214900,2,2,NULL,1829578,Sunrise,Florida,33351,840,35878
28937,for_sale,689000,3,3,0.11,828155,Plantation,Florida,33324,2442,39385
52654,for_sale,825000,3,3,0.26,475180,Weston,Florida,33326,2554,37623
19010,for_sale,395000,3,2,NULL,627671,"Miami Gardens",Florida,33056,1290,
62060,for_sale,199000,2,2,NULL,26868,Sunrise,Florida,33351,760,42776
69938,for_sale,215000,2,2,NULL,488821,Davie,Florida,33324,1385,41506
30807,for_sale,469000,4,3,NULL,175975,Doral,Florida,33178,1894,43747
92346,for_sale,529000,4,2,0.17,87109,Sunrise,Florida,33322,1754,33381
50170,for_sale,1600000,4,3,2.49,362191,"Southwest Ranches",Florida,33330,2013,43446
81616,for_sale,1100000,4,3,0.81,347065,Davie,Florida,33330,2887,41526
30807,for_sale,349900,4,2,0.17,551863,"Miami Gardens",Florida,33056,1360,
78224,for_sale,2799000,5,5,2.45,303493,"Southwest Ranches",Florida,33330,5362,39363
35751,for_sale,550000,3,2,0.12,,Plantation,Florida,33322,1572,42734
35944,for_sale,875000,8,7,NULL,125390,Sweetwater,Florida,33174,4312,44448
22611,for_sale,338000,3,2,NULL,844224,Plantation,Florida,33323,1350,43074
67271,for_sale,549900,4,2,0.16,1325946,Plantation,Florida,33324,2020,43642
25677,for_sale,79900,1,2,NULL,1827341,Sunrise,Florida,33322,746,36930
52577,for_sale,199900,2,2,NULL,810787,Sunrise,Florida,33322,1420,38366
103320,for_sale,760000,4,3,0.14,149473,Weston,Florida,33327,2669,36285
76589,for_sale,450000,3,3,0.05,1742880,Plantation,Florida,33324,1473,41900
36338,for_sale,1220000,6,4,0.17,1735324,Weston,Florida,33327,3292,37538
13955,for_sale,1050000,4,3,0.27,,Weston,Florida,33327,2716,39160
9556,for_sale,175000,2,2,NULL,1795930,Davie,Florida,33324,970,34466
64085,for_sale,255900,2,2,NULL,201058,Weston,Florida,33326,1106,38765
20084,for_sale,349900,3,3,NULL,1043799,Miami,Florida,33165,1310,44567
64127,for_sale,9480000,6,10,1.97,1557693,"Southwest Ranches",Florida,33330,11700,42227
76706,for_sale,575000,3,2,0.15,360346,Sunrise,Florida,33323,1703,38070
31163,for_sale,439000,2,2,NULL,607370,Sunrise,Florida,33323,990,44153
22794,for_sale,1050000,5,4,0.25,1642665,Weston,Florida,33326,2800,40403
33808,for_sale,589900,5,3,0.18,1379147,Miami,Florida,33165,1596,
25677,for_sale,210000,2,2,NULL,826777,Sunrise,Florida,33322,1418,41515
43951,for_sale,435000,3,2,0.17,,Sunrise,Florida,33322,1641,43881
57984,for_sale,450000,4,3,0.05,170530,Sweetwater,Florida,33174,1842,
75769,for_sale,580000,3,2,0.11,299370,Weston,Florida,33327,1533,36496
28593,for_sale,265000,2,2,NULL,1830383,Plantation,Florida,33324,903,43830
87406,for_sale,898000,5,4,0.17,477302,Weston,Florida,33327,3051,43385
52577,for_sale,239999,2,2,NULL,1120132,Weston,Florida,33326,1231,
81233,for_sale,1225000,3,2,1.25,1046631,Davie,Florida,33330,2979,43035
64101,for_sale,335000,3,2,0.17,949008,"Miami Gardens",Florida,33056,1455,
14716,for_sale,479000,3,3,NULL,1824790,"Cooper City",Florida,33328,2366,39475
71079,for_sale,480000,4,3,NULL,432764,Weston,Florida,33327,1728,40882
40222,for_sale,2099000,6,6,0.95,71786,Davie,Florida,33328,5033,40353
85052,for_sale,1125000,6,4,0.17,1617475,Weston,Florida,33327,3122,40612
54234,for_sale,850000,5,3,0.2,585487,Weston,Florida,33326,2536,43041
92015,for_sale,1088800,4,3,0.23,294625,"Cooper City",Florida,33330,2691,41806
58713,for_sale,75000,1,1,NULL,,Sunrise,Florida,33322,640,32660
52577,for_sale,140000,2,2,NULL,1819695,Sunrise,Florida,33322,850,41302
16829,for_sale,3600000,6,7,1,260572,Plantation,Florida,33324,6679,
106471,for_sale,2100000,5,2,NULL,360442,"Southwest Ranches",Florida,33330,3927,
23436,for_sale,634990,3,2,0.2,194926,"Cooper City",Florida,33330,1731,37343
9880,for_sale,744900,4,3,0.2,1537951,"Pembroke Pines",Florida,33332,2702,43161
64123,for_sale,315000,2,2,NULL,288316,Miami,Florida,33184,1463,40527
83988,for_sale,720000,4,4,0.17,1183074,Miami,Florida,33165,2143,43746
8799,for_sale,500000,3,2,0.17,156871,Miami,Florida,33165,1381,39735
50170,for_sale,289000,2,2,NULL,1750249,Miami,Florida,33186,1200,
107071,for_sale,299998,2,2,NULL,1754688,Miami,Florida,33186,921,42873
77159,for_sale,475000,3,2,0.1,1695178,Miami,Florida,33193,1815,
49133,for_sale,799000,4,3,0.27,81682,Weston,Florida,33326,2511,38170
43819,for_sale,229900,2,2,NULL,827066,Sunrise,Florida,33322,1370,43649
104365,for_sale,450000,3,2,0.15,163843,Sunrise,Florida,33323,1422,33546
53152,for_sale,779000,5,3,0.13,182079,Plantation,Florida,33325,2766,38019
22794,for_sale,975000,4,3,0.21,1712428,Weston,Florida,33326,2400,33596
75769,for_sale,133900,2,2,NULL,73947,Sunrise,Florida,33322,793,44361
77159,for_sale,378700,3,3,NULL,1716551,Miami,Florida,33193,1576,
105309,for_sale,715710,4,2,0.23,573142,"Pembroke Pines",Florida,33332,2835,38696
24150,for_sale,549000,3,2,0.12,1824213,Plantation,Florida,33322,1845,44126
90569,for_sale,560000,4,2,0.17,1403832,"Cooper City",Florida,33328,1665,39311
96571,for_sale,1250000,4,3,0.31,78934,Weston,Florida,33326,2550,37475
57080,for_sale,1415000,5,4,0.93,1317206,"Southwest Ranches",Florida,33332,2940,39436
34015,for_sale,2299000,4,7,0.36,1301718,Plantation,Florida,33324,5058,38855
57984,for_sale,520000,4,2,0.17,149874,Miami,Florida,33165,1692,40864
56811,for_sale,1749000,4,4,0.88,459306,"Southwest Ranches",Florida,33331,3671,44322
54220,for_sale,155000,2,2,NULL,1824220,Sunrise,Florida,33322,1025,36942
60886,for_sale,339000,3,2,NULL,1827394,Plantation,Florida,33324,1410,38778
103321,for_sale,250000,2,2,NULL,,Sunrise,Florida,33326,800,41913
67008,for_sale,850000,4,3,0.21,622824,"Pembroke Pines",Florida,33028,2830,39917
